('39', '남이분식', '서울 종로구 종로40가길 3', '03197', '02-2273-8203', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjdfNDAg/MDAxNzAzNjI4NTE2NDM2.sGPf9PmlOrRtPt4cJgjgDfr7ZN5qxRlNkJQJqxYpNFcg.Sb2D5Ejt3R0F0hcx0anCOCCg5dysLBDsEQrqUyex7zIg.PNG.jeong_928/C30B519D-D83C-4959-A373-A4093F7C25FB.png?type=w800', '0', '1', '23', '37.570199', '127.006535')
('39', '종로 우성닭갈비', '서울 종로구 종로8길 15-1 1층', '03189', '02-420-0053', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA3MDRfNTkg/MDAxNjg4NDI3OTMyMDY0.xiJQUrtMkbByDGKlI9DKp_of40JNlKJffJgkbsjo6scg.N5GkVRFuDZDzfBzEPwApOjZagz3vjPZwp61jEruPEq4g.JPEG.ab420648/IMB_MkItwf.jpg?type=w800', '0', '1', '23', '37.569329', '126.9840861')
('39', '고고s 빨간오뎅 길동점', '서울 강동구 양재대로116길 42', '05351', '010-8391-0728', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA0MTBfMyAg/MDAxNjgxMTEyNDc5Mzc4.__RPAcBQ8PKPL6VUhegwmnu48FQbs9PLLcvtWDlkQXsg.rfMtkqTJM7JMjRrj2YqBC7D85514kYRVUDxy9tPHTEYg.JPEG.gonana276/1681110924728.jpg?type=w800', '0', '1', '2', '37.5381385', '127.1427181')
('39', '향원', '서울 도봉구 덕릉로59길 62 1층', '01469', '0507-1362-7676', 'https://img.siksinhot.com/place/1525826460049700.jpg?w=307&h=300&c=Y', '0', '1', '10', '37.641671', '127.036523')
('39', '쿄코코 신논현점', '서울 강남구 강남대로106길 23 지하1층', '06124', '0507-1474-2254', 'https://img.siksinhot.com/place/1525826460049700.jpg?w=307&h=300&c=Y', '0', '1', '1', '37.5033203', '127.0274295')
('39', '청간막국수', '서울 서초구 서초대로78길 22 홍우빌딩 2층', '06621', '0507-1334-7304', 'https://img.siksinhot.com/place/1688698660652493.jpg', '0', '1', '15', '37.4958166', '127.0275715')
('39', '에이피엠떡볶이', '충북 청주시 상당구 상당로59번길 37-2 에이피엠떡볶이', '28529', '043-256-5671', 'https://img.siksinhot.com/place/1484026211106295.jpg?w=307&h=300&c=Y', '0', '1', '15', '36.6335729', '127.4884498')
('39', '나이쏘이 강남점', '서울 강남구 강남대로102길 11 2층', '06123', '0507-1385-9923', 'https://img.siksinhot.com/story/1540786620901421.jpg?w=307&h=300&c=Y', '0', '1', '1', '37.5019284', '127.026722')
('39', '백로식당 본점', '충북 청주시 흥덕구 1순환로 418', '28458', '043-273-0713', 'https://img.siksinhot.com/place/1675993201874258.jpg', '0', '1', '1', '36.6535349', '127.4708124')
('39', '미소식당', '전북 순창군 순창읍 장류로 290 미소식당', '56038', '010-5713-3755', 'https://lh3.googleusercontent.com/proxy/-UfRC5N81FjtED2lavSv2Kq235hVrBoff52hxYt3YOVj-xh2Au8-Swb44Gu5O-n_WIJ_TVPHrdoPMC-XG-Fqh-94RhKGJzPO5LedAKhUgWEZ0LKb6u_D8uujx6y1Ys7NXbHHLvLkuVy9I3p1gk34TphnZDibmg3tGsNBcpRJjL9aEZSuvcedbhA8lQ', '0', '1', '1', '35.3757997', '127.1343565')
('39', '해주냉면 본점', '서울 송파구 백제고분로7길 8-16', '05561', '02-424-7192', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240421092502075_photo_8eec47ea9e26.jpg', '0', '1', '18', '37.5096642', '127.0798312')
('39', '문배동육칼 본점', '서울 용산구 백범로90길 50', '04369', '02-713-6204', 'https://img.siksinhot.com/place/1529640922530119.JPG', '0', '1', '21', '37.536633', '126.9703366')
('39', '디이롱', '서울 마포구 동교로30길 17 1층', '03985', '0507-1330-6995', 'https://mblogthumb-phinf.pstatic.net/MjAyMjExMTFfMTQx/MDAxNjY4MTMxNjQ5ODA0.-YGU4o1lrO4TyXPPqeTDkiTMMwCYi1Ia1jaiS8IpDHQg.um_v25ZF6CAf-PrfSYVBxh2uW29To6_a0x_sV-zEKOsg.JPEG.bluesky3977/IMG_4135.JPG?type=w800', '0', '1', '13', '37.5601496', '126.925121')
('39', '이삭토스트 랩 한티역점', '서울 강남구 도곡로63길 16 1층', '06207', '02-557-3060', 'https://mblogthumb-phinf.pstatic.net/MjAyMjEwMjhfMTU4/MDAxNjY2OTQxNDEyMzk0.8mdPX1dvuTE6l7lGp1M4xe8NtSMaUTUhkiqTGoC0JTMg.PmWwmu5pnZTjcMny2BFh5-6KTeQJrXq_7ytv9HqNFS8g.JPEG.allu7123/SE-50e02e3f-dfcb-43e6-851c-b379bc001d33.jpg?type=w800', '0', '1', '1', '37.4980017', '127.0542617')
('39', '조개일번지', '서울 강북구 도봉로8길 37 1층', '01219', '0507-1363-1093', 'https://img.siksinhot.com/place/1352255648675222.jpg?w=560&h=448&c=Y', '0', '1', '3', '37.6121233', '127.0321692')
('39', '청년다방 양재시민의숲역점', '서울 서초구 강남대로12길 23-15 1층 102호', '06779', '02-2088-1214', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAyMjlfMTkx/MDAxNzA5MTg3NjQyNzE4.PDXXLshONae9NUhyiLIaX9FvP-4BpLJtYiVRLDtFE30g.h47E7HunoW0Zw6LBZ9vU_FWpDRDwxBq1nX3VtZjoC5Ag.JPEG/IMG_7396.jpg?type=w800', '0', '1', '15', '37.4701874', '127.0397176')
('39', '자코비버거 본점', '서울 용산구 신흥로 38 1층 자코비버거', '04339', '02-3785-0433', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20231031105612575_photo_87cdb8f350f6.jpg', '0', '1', '21', '37.5417856', '126.987387')
('39', '인삼랜드휴게소(통영방향)', '충남 금산군 군북면 어필각로 300', '32721', '041-751-2892', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA0MjRfMTA5/MDAxNjgyMzI2ODgzMjc1.v1ua2pMQ1LssrdKR-HDI8uNUVlrCP82mg0yqn3NCcNMg.WYv1_S-odLEPe13zHPIYRq442Ao7jHf2OGPAtySWVfEg.JPEG.nowgnoy/20230423%EF%BC%BF100124.jpg?type=w800', '0', '1', '21', '36.1528983', '127.4958991')
('39', '천안삼거리휴게소(서울방향)', '충남 천안시 동남구 쉼1길 42', '31070', '041-551-2480', 'https://mblogthumb-phinf.pstatic.net/MjAyMjEwMTNfMjkw/MDAxNjY1NjU3NDk0NjM3.RsI_t0-41VvDZC72W9ALWHSvFLs3e-xN0c8bFbuCgxMg.WQREDfMIYWdU-z52ncM1rCcgtTy1uy_-gcDaiLFgVFcg.JPEG.october2nd_/IMG_9478.jpg?type=w800', '0', '1', '1', '36.7876408', '127.1736656')
('39', '놀란치킨 강남역본점', '서울 서초구 서초대로74길 29 1층', '06621', '02-521-5092', 'https://mblogthumb-phinf.pstatic.net/MjAyNDA0MTdfMjkg/MDAxNzEzMzIwNDkyMjc3.ze2-QCwUNqHKDOuCDVw5cssbZa8ap8ZUmOXTQI723lIg.6ZOz5KrxuypQF_3JOHx_pHcNVkS7K0Fdj2mzc7_-Wqgg.PNG/%EB%B8%94%EB%A1%9C%EA%B7%B8_%EB%8C%80%ED%91%9C%EC%82%AC%EC%A7%84_(2)_(4).png?type=w800', '0', '1', '15', '37.4951182', '127.0274495')
('39', '본가진미간장게장', '서울 송파구 백제고분로 420 1층', '05665', '0507-1342-5081', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240402114501268_photo_8b40b0242666.jpg', '0', '1', '18', '37.5083747', '127.1112806')
('39', '정원분식', '경기 시흥시 거북섬둘레길 42', '15119', 'None', 'https://dnvefa72aowie.cloudfront.net/jobs/article/16505417/1685839917177/job-post-4116170840.jpeg?q=95&s=1440x1440&t=inside', '0', '1', '18', '37.3241008', '126.6806875')
('39', '파이브가이즈 강남', '서울 서초구 강남대로 435 주류성빌딩 1층, 2층', '06612', '127.0256891', 'https://img.siksinhot.com/place/1687839763575281.jpg', '0', '1', '15', ' 2층', '37.501217')
('39', '옛날 중국집', '서울 성북구 성북로8길 8', '02834', '02-764-0094', 'https://img.siksinhot.com/place/1498462940002852.jpg', '0', '1', '17', '37.5908585', '127.0044045')
('39', '원할머니보쌈족발 논현직영점', '서울 강남구 강남대로120길 9 1층, 2층', '06119', '127.0242803', 'https://image.jtbcplus.kr/data/UPLOAD/eee_keyvisual_mo/IMG_2023_07_26/061188403001.jpg', '0', '1', '1', ' 2층', '37.5071373')
('39', '승우네식당', '서울 종로구 종로 190-4 지상1층 승우네식당', '03195', '02-2268-8589', 'https://img.siksinhot.com/place/1575611658663498.jpg', '0', '1', '23', '37.5704887', '126.9988221')
('39', '킹왕짱라볶이', '서울 마포구 토정로37길 46 정우빌딩 정우 상가지하 1층 25호', '04157', '02-719-3392', 'https://mblogthumb-phinf.pstatic.net/MjAyMDA3MjBfMTI4/MDAxNTk1MjQ4NTkyNjk3.t4YuYTAarZXpDFTjj6nWrambFzTLH6oHveEVfLzKUqsg.pFDQgFuxHT5Ep3nGfuDY6Jyry7CKWo_zP6Bt6afFju0g.JPEG.iam_sseon/SE-b910a7b4-06e4-49c1-979a-66323e4137d5.jpg?type=w800', '0', '1', '13', '37.5425519', '126.9473972')
('39', '밴건디 스테이크하우스', '서울 서초구 사평대로22길 5 1층 밴건디 스테이크하우스', '06576', '0507-1307-6062', 'https://img.siksinhot.com/place/1702438823252434.jpg?w=307&h=300&c=Y', '0', '1', '15', '37.4992992', '126.9976883')
('39', '기절초풍물닭갈비 상도점', '서울 동작구 성대로1길 6 1층', '06959', '02-824-4636', 'https://img.siksinhot.com/place/1490159618343014.jpg', '0', '1', '12', '37.5003926', '126.9328357')
('39', '청수우동메밀냉면', '서울 영등포구 국제금융로 112', '07343', '02-784-1559', 'https://img.siksinhot.com/place/1682558792030015.jpg?w=307&h=300&c=Y', '0', '1', '20', '37.5183936', '126.9340075')
('39', '청기와타운 홍대점', '서울 마포구 양화로 128 1층', '04038', '0507-1340-8145', 'https://mblogthumb-phinf.pstatic.net/MjAyMjExMDJfMzIg/MDAxNjY3MzY1NDU1NTM2.Kw5lCwtlfG5jKkmH4INu3Xj86WGk9v7GLNuxYSNFysog.UG4DRK6xDG5XZUmNTUr4hGB4r81JlIync64NRRaFDMQg.JPEG.berta502/SE-FC8C0848-0B50-4FD2-B606-DB4D02F827A6.jpg?type=w800', '0', '1', '13', '37.5543796', '126.9209433')
('39', '월드면 호남대점', '광주 광산구 선운로 7 1층', '62400', '010-6285-7311', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAyMDFfMTYw/MDAxNzA2NzU2ODMwOTE3.RbxX4ltj6NNnnd0mhKbVgPbp6KKN6n2C_hBgQuZtAUUg.6c650ALjS5CsiuTKzj36QemoHlrucwYgbs1q3a-RsaQg.JPEG.shbj53/SE-C9A13BC9-0335-45BD-A3DA-281AF357B643.jpg?type=w800', '0', '5', '1', '35.1489589', '126.7703961')
('39', '옥자회관', '서울 마포구 성암로 219-6 1층', '03927', '02-375-5057', 'https://img.siksinhot.com/place/1704337785544872.jpg', '0', '1', '13', '37.578837', '126.8951779')
('39', '마장동김씨 교대직영점', '서울 서초구 서초대로48길 33 1층 104호', '06645', '0507-1485-2729', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240214013727_photo1_249bf04e1ef3.jpg', '0', '1', '15', '37.4913344', '127.0121822')
('39', '현래장', '서울 마포구 마포대로 20 다보빌딩 지하1층 현래장', '04175', '0507-1345-0730', 'https://mblogthumb-phinf.pstatic.net/MjAyMjAzMjZfNzYg/MDAxNjQ4Mjg3NjYzNjE5.L9UttVB3chVVAP7pODE1_-blA9G0JTeJW3Iq2Z4s3G8g.pyHaXQKGB0x_mJS9UwfK1-SMiG70O4HNvAocYBrrqdAg.JPEG.taehee2020/20220326%EF%BC%BF164707.jpg?type=w800', '0', '1', '13', '37.538375', '126.9449196')
('39', '진주집', '서울 영등포구 국제금융로6길 33 지하 1층', '07331', '02-780-6108', 'https://img.siksinhot.com/place/1563264671295133.jpg?w=307&h=300&c=Y', '0', '1', '20', '37.5206924', '126.9268251')
('39', '재율빌딩', '서울 강남구 학동로56길 26', '06088', 'None', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA1MTlfMTQ3/MDAxNjg0NDcyMzAwOTI2.D-zGI71qozx1AvSD-alCR5eOjzDxSpJO2euTZJKJ5wMg.oa25J2i4PB5vF94acUSSOucWfLHg3kS2Ej8Z3N9HHRsg.JPEG.spacelogin1/%EC%9E%AC%EC%9C%A8%EB%B9%8C%EB%94%A9_%EA%B0%95%EB%82%A8%EA%B5%AC%EC%B2%AD%EC%97%AD_%EB%B0%B0%EB%84%88.jpg?type=w800', '0', '1', '1', '37.515425', '127.0427125')
('39', '한티옥', '서울 강남구 도곡로 418 강원빌딩', '06278', '0507-1319-5289', 'https://modo-phinf.pstatic.net/20220608_63/1654650850925LFIU8_PNG/mosaRuEbTR.png?type=w1100', '0', '1', '1', '37.497062', '127.056296')
('39', '신사역 3호선', '서울 강남구 도곡로 418 강원빌딩', '06278', '02-6110-3371', 'https://modo-phinf.pstatic.net/20220608_63/1654650850925LFIU8_PNG/mosaRuEbTR.png?type=w1100', '0', '1', '1', '37.5164841', '127.0204018')
('39', '자담치킨 서울가산점', '서울 금천구 가산로 89', '08520', '02-858-9003', 'https://mblogthumb-phinf.pstatic.net/MjAyMjEwMTVfMTkx/MDAxNjY1Nzk5MDA4NzQ1.JW987vntlgk1D-m1Ize3EMi6cJdmXg4E9G2BYxW7Xgkg.d6VB15XNqCMB5olOuSkJPvbTREi6rMM2f8oHCeihV5cg.JPEG.wldmsdpdms/20221014%EF%BC%BF182246.jpg?type=w800', '0', '1', '8', '37.4739406', '126.8943245')
('39', '신전떡볶이 교대점', '서울 서초구 서운로 207 삼호종합상가 127, 128호', '06608', '02-522-5353', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA5MTVfMTA1/MDAxNjk0NzM0OTUxMzk5.RE2u4Vjh6krou1VA51QKPMW8m0Vw_1moSzUSvaHpFmUg.uGVn1SMKe635NTI8YdVhKwN14J3MI_68k2MbibBi6AQg.JPEG.m1r1_p/IMG_7360.JPG?type=w800', '0', '1', '15', '37.4922302', '127.0149932')
('39', '아마스빈 수내파크타운점', '경기 성남시 분당구 내정로 172 상제리제빌딩 101호 아마스빈', '13599', '031-715-5174', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA3MzFfMTMg/MDAxNjkwNzgwNTYyNjkz.pJuY0Po3kgmj2_8xsCpPyOyS-VVkf-UpuOIHmFGlZUYg.RgxR4apAXJgpzmivSCzYcRAU9R_Ce0kwgMvzhcUGJ8Ug.JPEG.amasvin_blog/%EC%95%84%EB%A7%88%EC%8A%A4%EB%B9%88_%EC%88%98%EB%82%B4%ED%8C%8C%ED%81%AC%ED%83%80%EC%9A%B4%EC%A0%90_1.jpg?type=w800', '0', '1', '15', '37.3736466', '127.1199656')
('39', '노량진칭따오양꼬치 2호점', '서울 동작구 노량진로12길 8 2층', '06928', '0507-1360-3036', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMTNfNDkg/MDAxNzAyNDY1NDk3NDU0.7cjjyKZyB22_D0DP9Dxczo1HqOVq8szyspmRqHx9YE0g.8YDx9KyW4bHfocrayuE8-uFS3NLYS6V9ibIepDW-gp0g.JPEG.ghwn2000/_DSC08486.jpg?type=w800&jopt=2', '0', '1', '12', '37.5129506', '126.9383306')
('39', '원조 쯔왕돈까스', '서울 동작구 동작대로23길 33 1층', '07013', '0507-1464-0435', 'https://img.siksinhot.com/place/1696907376824333.jpg', '0', '1', '12', '37.4841565', '126.9798664')
('39', '초와밥', '서울 동작구 동작대로5길 8 2층', '07015', '02-523-5937', 'https://img.siksinhot.com/place/1527428289330175.jpg?w=307&h=300&c=Y', '0', '1', '12', '37.4791074', '126.9809889')
('39', '정원분식', '서울 동작구 사당로28길 5 1층', '07013', '0507-1429-0425', 'https://mblogthumb-phinf.pstatic.net/MjAyMzEyMjRfMjgz/MDAxNzAzMzQ0NTk5NDkw.UAZiCgYQaeW3-seNGISHjpCvdD0VYE1lShZOLAGvw8Ug.v4DcYuUciZutNPNlpoWP1OhRAOvdM9rVMIQ32iUvgAcg.JPEG.songhj7377/IMG_6899.jpg?type=w800', '0', '1', '12', '37.4841683', '126.9797411')
('39', '등촌샤브칼국수 송산점', '경기 화성시 수노을중앙로 142 센터프라자 205호', '18244', '031-357-4748', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20231219221122_photo4_e41e2275bdd6.jpg', '0', '1', '12', '37.2843162', '126.8184751')
('39', '김밥나라 남성역점', '서울 동작구 사당로 196', '07009', '02-598-7182', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20230812064201998_photo_7f496eb3b785.jpg', '0', '1', '12', '37.4850459', '126.9698243')
('39', '뚝방닭구이 용산본점', '서울 용산구 한강대로54길 25 1층', '04382', '0507-1381-3344', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240112100523_photo2_45c1294fa8bd.jpg', '0', '1', '21', '37.5325928', '126.9729349')
('39', '인생역전갈비 2호점', '서울 용산구 한강대로54길 25 1층', '04382', '0507-1368-7215', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240112100523_photo2_45c1294fa8bd.jpg', '0', '1', '21', '35.3287754', '129.0108716')
('39', '떡볶이참잘하는집 떡참 안산호수점', '경기 안산시 단원구 이삭로 28 1층', '15465', '031-411-6767', 'https://mblogthumb-phinf.pstatic.net/MjAyNDAzMTBfMjkx/MDAxNzEwMDI5MzkxODI4.zUj1mO1sKzGUZvV_kgo07R689gP4TIQe3cNwkYFV8Isg.KbBXdlv_MNG7E3WIPm6DbJQzIIf8JfLnm1aXziPu3vEg.PNG/%EC%A0%9C%EB%AA%A9%EC%9D%84-%EC%9E%85%EB%A0%A5%ED%95%B4%EC%A3%BC%EC%84%B8%EC%9A%94_-001_-_2024-03-10T090942.980.png?type=w800', '0', '1', '21', '37.313962', '126.8397647')
('39', '하나모코시', '서울 용산구 백범로87길 50-1', '04315', '070-7786-0888', 'https://img.siksinhot.com/place/1616120245598415.jpg', '0', '1', '21', '37.5394321', '126.9694896')
('39', '함평육회 본점', '서울 송파구 올림픽로32길 22-19 1층', '05548', '0507-1385-3336', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA5MTNfMTMw/MDAxNjk0NjAzNDYyNTEz.BZLlopYH82gNkwHyvzC4iDNUZG9cXTEfrVXjWghbDHAg.TNz0Li9Y-ErSD8sm8Bqkh8tn4lVSWhcU6HIiv85Hq_Yg.JPEG.moonkla1/IMG_9752.JPG?type=w800', '0', '1', '18', '37.5135852', '127.1085492')
('39', '중앙해장', '서울 강남구 영동대로86길 17 육인빌딩', '06174', '02-558-7905', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA5MTNfMTMw/MDAxNjk0NjAzNDYyNTEz.BZLlopYH82gNkwHyvzC4iDNUZG9cXTEfrVXjWghbDHAg.TNz0Li9Y-ErSD8sm8Bqkh8tn4lVSWhcU6HIiv85Hq_Yg.JPEG.moonkla1/IMG_9752.JPG?type=w800', '0', '1', '1', '37.5082495', '127.0655417')
('39', '마포만두 합정점', '서울 마포구 양화로7길 12', '04037', '02-333-9842', 'https://img.siksinhot.com/place/1567672491935277.jpg', '0', '1', '13', '37.5513732', '126.9151835')
('39', '감탄계 숯불치킨 안양범계점', '경기 안양시 동안구 평촌대로223번길 11 2층 201호', '14072', '031-382-9997', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240306074915760_photo_7d642f3db3af.jpg', '0', '1', '13', '37.3910091', '126.954994')
('39', '연소바서울대점', '서울 관악구 남부순환로 1802', '08786', '02-871-2221', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240306074915760_photo_7d642f3db3af.jpg', '0', '1', '5', '37.4813108', '126.9502009')
('39', '프로간장새우 본점', '서울 강남구 강남대로122길 20', '06119', '0507-1416-7477', 'https://img.siksinhot.com/place/1458107682913390.PNG?w=307&h=300&c=Y', '0', '1', '1', '37.508103', '127.024548')
('39', '홍천 닭갈비', '서울 동작구 흑석로 95-1', '06910', '02-817-8637', 'https://img.siksinhot.com/place/1359311043757741.jpg?w=307&h=300&c=Y', '0', '1', '12', '37.5075893', '126.9602381')
('39', '홍제동우동국수 대조점', '서울 은평구 통일로 803-1 홍제동우동국수 대조점', '03390', '02-353-0529', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240209121046_photo1_b2e793a1d095.jpg', '0', '1', '22', '37.6157183', '126.9242078')
('39', '옛날왕솥뚜껑생삼겹살', '서울 서대문구 통일로39길 22-58 1층', '03637', '0507-1314-2188', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20210702114924_photo1_93fea0d9f321.jpg', '0', '1', '14', '37.5899886', '126.9417411')
('39', '랜떡 송파직영점', '서울 송파구 백제고분로41길 27-1 1층 1호', '05625', '02-3432-1118', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20210702114924_photo1_93fea0d9f321.jpg', '0', '1', '18', '37.5081168', '127.1067558')
('39', '하나비카레 가로수길본점', '서울 송파구 백제고분로41길 27-1 1층 1호', '05625', '0507-1498-7018', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20210702114924_photo1_93fea0d9f321.jpg', '0', '1', '18', '37.5183166', '127.0209331')
('39', '매일네일', '서울 영등포구 가마산로88길 17', '07391', '0507-1388-0328', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20210702114924_photo1_93fea0d9f321.jpg', '0', '1', '20', '37.5025335', '126.9203122')
('39', '보슬보슬 역삼본점', '서울 강남구 논현로85길 59 남곡빌딩 1층', '06239', '02-6014-1245', 'https://img.siksinhot.com/place/1676003610388383.jpg', '0', '1', '1', '37.4977095', '127.0332676')
('39', '야키토리잔잔 광교점', '경기 수원시 영통구 법조로 38 광교 더샵 레이크파크 판매시설동 지1층 비28, 비29, 비30호', '16514', '37.2870073', 'https://simg.pstatic.net/static.map/v2/map/staticmap.bin?caller=smarteditor&markers=color%3A0x11cc73%7Csize%3Amid%7Cpos%3A127.062501%2037.287007%7CviewSizeRatio%3A0.7%7Ctype%3Ad&w=585&h=300&scale=2&dataversion=170.20', '0', '1', '1', ' 비29', ' 비30호')
('39', '제일곱창 본점', '서울 성동구 고산자로 281 1층 제일곱창', '04708', '010-8690-9792', 'https://img.siksinhot.com/place/1569292627113774.jpg?w=307&h=300&c=Y', '0', '1', '16', '37.5648702', '127.0361642')
('39', '천하보쌈', '서울 종로구 창덕궁1길 8 천하보쌈', '03057', '02-744-1614', 'https://img.siksinhot.com/place/1619507666059363.jpg', '0', '1', '23', '37.5794396', '126.9888545')
('39', '오뚜기돈까스', '경기 광명시 오리로 991', '14286', '02-2616-1316', 'https://img.siksinhot.com/place/1511433728880771.jpg', '0', '1', '23', '37.4796547', '126.8529327')
('39', '몽탄', '서울 용산구 백범로99길 50', '04375', '0507-1418-8592', 'https://img.siksinhot.com/place/1511433728880771.jpg', '0', '1', '21', '37.5360103', '126.97225')
('39', '김영섭초밥', '서울 마포구 월드컵북로 352-18', '03927', '02-3152-0900', 'https://img.siksinhot.com/place/1422843233705848.jpg?w=307&h=300&c=Y', '0', '1', '13', '37.5776686', '126.8933096')
('39', '옛날맛짜장', '서울 송파구 가락로 113 1층 건물 안쪽', '05687', '02-425-3533', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20230425024456_profile_photo1_410b7d3bc13d.jpg', '0', '1', '18', '37.5018014', '127.108681')
('39', '아라치 홍대점', '서울 마포구 어울마당로 126-1 2층~3층', '04055', '0507-1327-3042', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA1MjNfMjk4/MDAxNjUzMjkyNjA1OTEw.vabsmHlBB2viaji_DfNnqgwYozRCayHDOdfx7w8HlW4g.tGFg6aEPhG96HkqcPqi7qIjBAOrIMEeGnas_FOY8CJcg.JPEG.yesyesss/20220522%EF%BC%BF180807.jpg?type=w800', '0', '1', '13', '37.5556434', '126.9241773')
('39', '촌놈횟집', '인천 연수구 옥련로99번길 44 아주아파트상가 103동 108호', '21948', '0507-1354-2645', 'https://mblogthumb-phinf.pstatic.net/MjAyMjA1MjNfMjk4/MDAxNjUzMjkyNjA1OTEw.vabsmHlBB2viaji_DfNnqgwYozRCayHDOdfx7w8HlW4g.tGFg6aEPhG96HkqcPqi7qIjBAOrIMEeGnas_FOY8CJcg.JPEG.yesyesss/20220522%EF%BC%BF180807.jpg?type=w800', '0', '2', '8', '37.4261459', '126.651861')
('39', '우불식당', '서울 송파구 송파대로28길 27 성원상떼빌 상가 102동 124호', '05718', '0507-1439-0006', 'https://img.siksinhot.com/place/1675751556334071.jpg', '0', '1', '18', '37.4954029', '127.1208149')
('39', '마포분식', '서울 마포구 굴레방로9길 41 1층', '04115', '0507-1315-1018', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20230603073331048_photo_c5eda1ac425a.jpg', '0', '1', '13', '37.5566773', '126.9533829')
('39', '롯데리아 수원매탄점', '경기 수원시 영통구 중부대로 248', '16531', '031-215-1294', 'https://www.siksinhot.com/logo.png', '0', '1', '13', '37.274779', '127.0427877')
('39', '우면동소나무집', '서울 서초구 식유촌길 71 우면동소나무집', '06766', '02-577-9292', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20240428025911050_photo_3c99bbbd1f93.jpg', '0', '1', '15', '37.4584122', '127.0115738')
('39', '보글이 생태탕왕코다리 양재역점', '서울 서초구 강남대로37길 56-18 서초에메랄드빌딩 1층', '06734', '0507-1388-7709', 'https://img.siksinhot.com/place/1521777603742473.jpg', '0', '1', '15', '37.4854129', '127.0305018')
('39', '남북통일', '서울 마포구 동교로18길 37', '04031', '02-3141-4113', 'https://img.siksinhot.com/place/1486195646497131.jpg', '0', '1', '13', '37.553806', '126.917918')
('39', '초원', '서울 용산구 한강대로80길 7', '04352', '02-749-5949', 'https://img.siksinhot.com/place/1605159830095396.jpg?w=307&h=300&c=Y', '0', '1', '21', '37.5426589', '126.9733419')
('39', '소소라면', '서울 용산구 한강대로 268-1', '04352', '02-749-4949', 'https://img.siksinhot.com/place/1605159830095396.jpg?w=307&h=300&c=Y', '0', '1', '21', '37.5422484', '126.972998')
('39', '가양칼국수버섯매운탕', '서울 영등포구 국제금융로 78 홍우빌딩 지하 1층', '07333', '0507-1399-0438', 'https://mblogthumb-phinf.pstatic.net/MjAyMzA3MjBfMTUx/MDAxNjg5ODI2MTA3NzIy.Z0IRn1kUZ0SH0do76mM4ktmE8zWXolrEGXySkgFJVLcg.ZnzNwLcgBYaNsmAYi1a_UUvhi5lvKrtWYfeMZRSh_Ykg.JPEG.hyeak2/%EA%B0%80%EC%96%91%EB%B2%84%EC%84%AF%EB%A7%A4%EC%9A%B4%ED%83%95.jpg?type=w800', '0', '1', '20', '37.5208564', '126.931282')
('39', '함경도찹쌀순대', '서울 송파구 송파대로28길 32', '05718', '02-403-8822', 'https://mblogthumb-phinf.pstatic.net/MjAyMjEwMjlfNjMg/MDAxNjY3MDMxNzE5NTE0.XCsuITwlOG8fwH0jpIsn_QsCQGK5JCqt9h_FLCaoXZcg.X6rzBVcTAbFDRZXwmKr6YjRqlzVEBR3-ALocbuKEx0wg.JPEG.anseum/SE-f8540a06-bd85-4473-b359-d0fcdfd30c0e.jpg?type=w800', '0', '1', '18', '37.4948188', '127.1213661')
('39', '장수회관', '서울 동대문구 전농로16길 16', '02507', '02-2243-5678', 'https://d12zq4w4guyljn.cloudfront.net/750_750_20190813075707_photo2_fc2419b171f1.jpg', '0', '1', '11', '37.578181', '127.058195')
